int_doc_id,master_ai_id,master_ai_name,program_code,activity_class_code,activity_year,activity_num,inspection_date,inspection_end_date,task_id,site_status_code,site_condition_code,lead_investigator_id,master_person_first_name,master_person_last_name,inspection_date_fiscal_year,inspection_date_fiscal_qtr,inspection_date_calendar_year,inspection_date_calendar_qtr,media_type_code,media_type,permit_num,site_status_desc,site_condition_desc,reason,recommended_action,ets_url
1783351,23475,Western Regional Park,37,CFI,2015,1,2015-09-23,2015-09-23,1618885,W001,0005,90265,Renato,Cuizon,2016,1,2015,3,E279,NPDES Municipal Ground Water,10-DP-3448,Active,Noncompliance,"Routine Scheduled, Initial Quarterly, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1783351
1860056,23477,Ridgely WWTP,37,CFI,2016,2,2016-03-30,2016-03-31,1704191,W001,0005,21983,Michele,Burroughs,2016,3,2016,1,E279,NPDES Municipal Ground Water,DP-0530,Active,Noncompliance,Routine Scheduled,Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1860056
1854249,23477,Ridgely WWTP,37,CFI,2016,1,2016-03-24,2016-03-24,1697647,W001,0003,21983,Michele,Burroughs,2016,3,2016,1,E279,NPDES Municipal Ground Water,DP-0530,Active,Additional Investigation Required,"Routine Scheduled, Initial Yearly, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1854249
1303357,23485,"Yeager's Inc., Dba Talbot Lawn & Cycle",37,CFI,2012,1,2012-05-31,2012-05-31,1060566,W004,0001,21951,Nancy,Craft,2012,4,2012,2,E280,NPDES Industrial Ground Water,09-DP-1453,Active - No work today,Satisfactory/Compliance,"Initial Yearly, Routine Scheduled, Initial Quarterly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1303357
2357409,23485,"Yeager's Inc., Dba Talbot Lawn & Cycle",37,CFI,2019,1,2019-03-22,2019-03-22,2272850,W001,0001,99688,Deborah,Hinkle,2019,3,2019,1,E280,NPDES Industrial Ground Water,"09-DP-1453, 16VW1453",Active,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2357409
3390896,23496,Cedarville Mobile Home Park,37,CFI,2026,1,2026-01-06,2026-01-06,NA,W001,NA,1176005,DeSean,Hunter,2026,3,2026,1,E279,NPDES Municipal Ground Water,24-DP-3264,Active,NA,Initial Yearly,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3390896
381471,23496,Cedarville Mobile Home Park,37,CFI,2009,1,2009-02-18,2009-02-18,NA,NA,NA,21980,Shailaja,Polasi,2009,3,2009,1,E279,NPDES Municipal Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=381471
381474,23496,Cedarville Mobile Home Park,37,CFI,2009,2,2009-02-23,2009-02-23,NA,NA,NA,21980,Shailaja,Polasi,2009,3,2009,1,E279,NPDES Municipal Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=381474
986566,23496,Cedarville Mobile Home Park,37,CFI,2010,1,2010-03-16,2010-03-16,NA,NA,NA,24014,Gregory,Hazzard,2010,3,2010,1,E279,NPDES Municipal Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=986566
2958071,23496,Cedarville Mobile Home Park,37,CFI,2022,1,2022-11-16,2022-12-05,NA,W001,NA,24014,Gregory,Hazzard,2023,2,2022,4,E279,NPDES Municipal Ground Water,15-DP-3264,Active,NA,"Initial Yearly, Initial Quarterly, Routine Scheduled, Complaint",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2958071
3066349,23496,Cedarville Mobile Home Park,37,CFI,2023,1,2023-09-06,2023-09-06,NA,W001,0003,24014,Gregory,Hazzard,2024,1,2023,3,E279,NPDES Municipal Ground Water,15-DP-3264,Active,Additional Investigation Required,"Initial Quarterly, Follow-up",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3066349
1691666,23497,Todd Village Mobile Home Park,37,CFI,2015,1,2015-02-04,2015-02-04,1507871,W001,0003,90265,Renato,Cuizon,2015,3,2015,1,E279,NPDES Municipal Ground Water,11-DP-3268,Active,Additional Investigation Required,"Routine Scheduled, Initial Yearly, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1691666
2928728,23497,Todd Village Mobile Home Park,37,CFI,2022,2,2022-06-28,2022-06-28,NA,W001,0005,21969,Mark,Ecker,2022,4,2022,2,E279,NPDES Municipal Ground Water,17-DP-3268,Active,Noncompliance,"Follow-up (Non-Compliance), Joint Inspection MDE","Additional Investigation Required, Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2928728
2894274,23497,Todd Village Mobile Home Park,37,CFI,2022,1,2022-04-06,2022-04-06,NA,W001,0005,21969,Mark,Ecker,2022,4,2022,2,E279,NPDES Municipal Ground Water,17-DP-3268,Active,Noncompliance,"Initial Yearly, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2894274
3349395,23497,Todd Village Mobile Home Park,37,CFI,2025,2,2025-07-01,2025-07-01,NA,W001,NA,1169632,Francesca,Galasso,2026,1,2025,3,E279,NPDES Municipal Ground Water,17-DP-3268,Active,NA,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3349395
3352505,23497,Todd Village Mobile Home Park,37,CFI,2025,3,2025-08-25,2025-08-25,NA,W001,NA,1169632,Francesca,Galasso,2026,1,2025,3,E279,NPDES Municipal Ground Water,17-DP-3268,Active,NA,"Routine Scheduled, Follow-up (Non-Compliance)",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3352505
3335855,23497,Todd Village Mobile Home Park,37,CFI,2025,1,2025-05-01,2025-05-01,NA,W001,NA,1169632,Francesca,Galasso,2025,4,2025,2,E279,NPDES Municipal Ground Water,17-DP-3268,Active,NA,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3335855
1160024,23498,Severn Inn,37,CFI,2011,2,2011-05-04,2011-05-04,NA,W001,0001,21980,Shailaja,Polasi,2011,4,2011,2,E280,NPDES Industrial Ground Water,NA,Active,Satisfactory/Compliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1160024
1151488,23498,Severn Inn,37,CFI,2011,1,2011-04-22,2011-04-22,NA,W001,0003,21980,Shailaja,Polasi,2011,4,2011,2,E280,NPDES Industrial Ground Water,NA,Active,Additional Investigation Required,"Routine Scheduled, Initial Quarterly, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1151488
1457966,23499,Forrest Farm WWTP,37,CFI,2013,1,2013-06-20,2013-06-20,1231547,W001,0001,21977,Greg,Kolarik,2013,4,2013,2,E279,NPDES Municipal Ground Water,09-DP-3280,Active,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1457966
3143899,23499,Forrest Farm WWTP,37,CFI,2024,1,2024-05-08,2024-05-08,NA,W001,0001,21977,Greg,Kolarik,2024,4,2024,2,E279,NPDES Municipal Ground Water,22-DP-3280,Active,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3143899
2018603,23499,Forrest Farm WWTP,37,CFI,2017,1,2017-03-31,2017-03-31,1887584,W001,0001,21977,Greg,Kolarik,2017,3,2017,1,E279,NPDES Municipal Ground Water,09DP3280,Active,Satisfactory/Compliance,"Initial Yearly, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2018603
1845865,23499,Forrest Farm WWTP,37,CFI,2016,1,2016-02-29,2016-02-29,1688376,W001,0001,21977,Greg,Kolarik,2016,3,2016,1,E279,NPDES Municipal Ground Water,04DP3280,Active,Satisfactory/Compliance,"Initial Yearly, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1845865
2729610,23499,Forrest Farm WWTP,37,CFI,2021,1,2021-03-18,2021-03-18,NA,W001,0001,21977,Greg,Kolarik,2021,3,2021,1,E279,NPDES Municipal Ground Water,15DP3280,Active,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2729610
1681569,23499,Forrest Farm WWTP,37,CFI,2015,1,2015-01-20,2015-01-20,1493293,W001,0001,21948,Kari,Hanson,2015,3,2015,1,E279,NPDES Municipal Ground Water,09-DP-3280,Active,Satisfactory/Compliance,"Initial Yearly, Initial Quarterly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1681569
3351139,23500,Pearlstone Family Camp,37,CFI,2025,1,2025-07-29,2025-07-29,NA,W001,NA,1176100,Mohammed,Umoru,2026,1,2025,3,E279,NPDES Municipal Ground Water,17-DP-3305,Active,NA,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3351139
2315330,23500,Pearlstone Family Camp,37,CFI,2018,1,2018-12-20,2018-12-20,2228068,W001,0001,98949,Joseph,Miller,2019,2,2018,4,E279,NPDES Municipal Ground Water,11-DP-3305,Active,Satisfactory/Compliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2315330
3367310,23506,Mountainside Day Camp,37,CFI,2025,1,2025-11-21,2025-11-21,NA,W001,0005,1179270,Jakob,Mortimore,2026,2,2025,4,E279,NPDES Municipal Ground Water,18-DP-3457,Active,Noncompliance,Initial Yearly,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3367310
2019299,23506,Mountainside Day Camp,37,CFI,2017,1,2017-03-24,2017-03-24,1888481,W001,0005,90264,Kate,Ansalvish,2017,3,2017,1,E280,NPDES Industrial Ground Water,09DP3457,Active,Noncompliance,Initial Yearly,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2019299
3336759,23507,Trappe East WWTP,37,CFI,2025,4,2025-05-14,2025-05-16,NA,W001,NA,1171853,Susan,Murphy,2025,4,2025,2,E280,NPDES Industrial Ground Water,19-DP-3460,Active,NA,Follow-up (Non-Compliance),"Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3336759
3281858,23507,Trappe East WWTP,37,CFI,2025,3,2025-03-05,2025-03-10,NA,W001,NA,1171853,Susan,Murphy,2025,3,2025,1,E280,NPDES Industrial Ground Water,19-DP-3460,Active,NA,Violation Follow-up,"Continue Routine Inspection, Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3281858
3281297,23507,Trappe East WWTP,37,CFI,2025,2,2025-02-25,2025-02-25,NA,W001,0007,1171853,Susan,Murphy,2025,3,2025,1,E279,NPDES Municipal Ground Water,19-DP-3460,Active,Compliance Assistance Rendered,Initial Yearly,"Additional Investigation Required, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3281297
3154794,23507,Trappe East WWTP,37,CFI,2024,4,2024-05-01,2024-05-21,NA,W001,0005,1171853,Susan,Murphy,2024,4,2024,2,E279,NPDES Municipal Ground Water,19-DP-3460,Active,Noncompliance,"Initial Quarterly, Routine Scheduled","Additional Investigation Required, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3154794
2282697,23509,Island Resort Campground,37,CFI,2018,1,2018-09-25,2018-09-25,2191962,W001,0003,21983,Michele,Burroughs,2019,1,2018,3,E279,NPDES Municipal Ground Water,DP-3471,Active,Additional Investigation Required,PAF,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2282697
1650046,23513,Dayton Oaks Elementary School,37,CFI,2014,1,2014-10-23,2014-10-23,1451419,W001,0001,90265,Renato,Cuizon,2015,2,2014,4,E279,NPDES Municipal Ground Water,09-DP-3479,Active,Satisfactory/Compliance,"Initial Yearly, Routine Scheduled, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1650046
3368184,23513,Dayton Oaks Elementary School,37,CFI,2025,1,2025-12-09,2025-12-09,NA,W001,NA,1169632,Francesca,Galasso,2026,2,2025,4,E279,NPDES Municipal Ground Water,22-DP-3479,Active,NA,"Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3368184
1830127,23517,ESAB Welding & Cutting Products,37,CFI,2016,1,2016-01-28,2016-01-28,1670675,W001,0003,21969,Mark,Ecker,2016,3,2016,1,E279,NPDES Municipal Ground Water,09-DP-3674,Active,Additional Investigation Required,"Initial Quarterly, Initial Yearly, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1830127
2882469,23517,ESAB Welding & Cutting Products,37,CFI,2022,1,2022-03-14,2022-03-14,NA,W004,0001,21969,Mark,Ecker,2022,3,2022,1,E280,NPDES Industrial Ground Water,17-DP-3492,Active - No work today,Satisfactory/Compliance,"Initial Yearly, Initial Quarterly",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2882469
1944083,23524,Cobb Island WWTP,37,CFI,2016,2,2016-10-14,2016-10-14,1800945,W001,0001,21948,Kari,Hanson,2017,2,2016,4,E279,NPDES Municipal Ground Water,10-DP-2211,Active,Satisfactory/Compliance,"Initial Quarterly, Follow-up (Non-Compliance)",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1944083
1925643,23524,Cobb Island WWTP,37,CFI,2016,1,2016-08-30,2016-08-30,1779134,W001,0005,21948,Kari,Hanson,2017,1,2016,3,E279,NPDES Municipal Ground Water,10-DP-2211,Active,Noncompliance,"Initial Yearly, Initial Quarterly, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1925643
2228571,23524,Cobb Island WWTP,37,CFI,2018,1,2018-05-30,2018-05-30,2133525,W001,0001,21948,Kari,Hanson,2018,4,2018,2,E279,NPDES Municipal Ground Water,16-DP-2211,Active,Satisfactory/Compliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2228571
2786384,23524,Cobb Island WWTP,37,CFI,2021,1,2021-06-29,2021-06-30,NA,W001,NA,21948,Kari,Hanson,2021,4,2021,2,E279,NPDES Municipal Ground Water,16-DP-2211,Active,NA,"Routine Scheduled, Initial Quarterly, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2786384
1518887,23524,Cobb Island WWTP,37,CFI,2013,2,2013-11-21,2013-11-21,1298879,W001,0001,21948,Kari,Hanson,2014,2,2013,4,E279,NPDES Municipal Ground Water,10-DP-2211/MD2211I00,Active,Satisfactory/Compliance,"Initial Quarterly, Follow-up (Non-Compliance)",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1518887
1470006,23524,Cobb Island WWTP,37,CFI,2013,1,2013-07-16,2013-07-16,1244440,W001,0005,21948,Kari,Hanson,2014,1,2013,3,E279,NPDES Municipal Ground Water,10-DP-2211/MD2211I00,Active,Noncompliance,"Initial Quarterly, Routine Scheduled, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1470006
1873439,23533,Harley-Davidson of Annapolis,37,CFI,2016,1,2016-04-26,2016-04-26,1719487,W001,0005,97006,David,Haffner,2016,4,2016,2,E279,NPDES Municipal Ground Water,05-DP-3502,Active,Noncompliance,"Initial Quarterly, Initial Yearly, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1873439
3370802,23534,Walnut Grove Shared Facility,37,CFI,2026,1,2026-01-22,2026-01-22,NA,W001,NA,1169632,Francesca,Galasso,2026,3,2026,1,E279,NPDES Municipal Ground Water,23-DP-3504,Active,NA,"Initial Yearly, Follow-up (Non-Compliance)",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3370802
3391606,23539,New Bushy Park Elementary & Glenwood Middle Schools WWTP,37,CFI,2026,1,2026-02-05,2026-02-05,NA,W001,NA,1169632,Francesca,Galasso,2026,3,2026,1,E279,NPDES Municipal Ground Water,22-DP-3521,Active,NA,"Routine Scheduled, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3391606
3018204,23539,New Bushy Park Elementary & Glenwood Middle Schools WWTP,37,CFI,2023,1,2023-05-10,2023-05-10,NA,W001,0005,90265,Renato,Cuizon,2023,4,2023,2,E279,NPDES Municipal Ground Water,15-DP-3521,Active,Noncompliance,"5 Year Inspection, Violation Follow-up",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3018204
1650035,23539,New Bushy Park Elementary & Glenwood Middle Schools WWTP,37,CFI,2014,1,2014-10-23,2014-10-23,1451424,W001,0001,90265,Renato,Cuizon,2015,2,2014,4,E279,NPDES Municipal Ground Water,05-DP-3521,Active,Satisfactory/Compliance,"Initial Quarterly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1650035
1617953,23540,Sheehy Lexus of Annapolis,37,CFI,2014,1,2014-06-24,2014-06-24,1411832,W002,0003,23119,Andrea,Buie-Branam,2014,4,2014,2,E280,NPDES Industrial Ground Water,11-DP-3522,Inactive,Additional Investigation Required,"Routine Scheduled, Initial Yearly, PAF, Initial Quarterly","Additional Investigation Required, Close File, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1617953
3143519,23540,Sheehy Lexus of Annapolis,37,CFI,2024,1,2024-05-02,2024-05-02,NA,W001,NA,21947,Adriana,Frangos,2024,4,2024,2,E280,NPDES Industrial Ground Water,21VW3522,Active,NA,"Routine Scheduled, Initial Quarterly, Initial Yearly","Additional Investigation Required, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3143519
1613145,23571,Fort Smallwood Park WWTP,37,CFI,2014,1,2014-07-28,2014-07-28,1405313,W002,0001,24297,Tammy,Roberson,2015,1,2014,3,E279,NPDES Municipal Ground Water,07-DP-1622,Inactive,Satisfactory/Compliance,"Initial Quarterly, Routine Scheduled, Initial Yearly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1613145
3054488,23576,"Harwood Landfill, Inc.",37,CFI,2023,2,2023-08-10,2023-08-10,NA,W001,NA,21947,Adriana,Frangos,2024,1,2023,3,E280,NPDES Industrial Ground Water,DP-2941,Active,NA,Violation Follow-up,"Additional Investigation Required, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3054488
3029609,23576,"Harwood Landfill, Inc.",37,CFI,2023,1,2023-06-02,2023-06-02,NA,W002,NA,21947,Adriana,Frangos,2023,4,2023,2,E280,NPDES Industrial Ground Water,12DP2941,Inactive,NA,Routine Scheduled,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3029609
1033039,23638,Berlin WWTP,37,CFI,2010,4,2010-07-27,2010-07-27,NA,W001,0004,21952,Randy,Denny,2011,1,2010,3,E279,NPDES Municipal Ground Water,02-DP-2864,Active,Compliance Assistance Met,Follow-up (Non-Compliance),Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1033039
3257843,23638,Berlin WWTP,37,CFI,2025,1,2024-10-23,2024-10-30,NA,W001,0001,1171853,Susan,Murphy,2025,2,2024,4,E279,NPDES Municipal Ground Water,15-DP-2864,Active,Satisfactory/Compliance,3 Year Inspection,"Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3257843
2786477,23647,Maybelle Manor Moblie Home Park,37,CFI,2021,1,2021-06-30,2021-06-30,NA,W001,0001,99689,Kevin,O'Neill,2021,4,2021,2,E279,NPDES Municipal Ground Water,12DP3259,Active,Satisfactory/Compliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2786477
2366867,23647,Maybelle Manor Moblie Home Park,37,CFI,2019,2,2019-04-04,2019-04-04,2283112,W001,0001,99689,Kevin,O'Neill,2019,4,2019,2,E279,NPDES Municipal Ground Water,12DP3159,Active,Satisfactory/Compliance,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2366867
2366880,23647,Maybelle Manor Moblie Home Park,37,CFI,2019,1,2019-04-01,2019-04-01,2283092,W001,0005,99689,Kevin,O'Neill,2019,4,2019,2,E279,NPDES Municipal Ground Water,12DP3259,Active,Noncompliance,"Follow-up (Non-Compliance), Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2366880
1482027,23647,Maybelle Manor Moblie Home Park,37,CFI,2013,1,2013-07-18,2013-07-18,1258686,W001,0005,21958,Tracey,Thomas,2014,1,2013,3,E279,NPDES Municipal Ground Water,DP-3259,Active,Noncompliance,"Routine Scheduled, Initial Yearly",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1482027
997402,23648,The Villas At Cattail WWTP & WTP,37,CIN,2010,2,2010-03-18,2010-03-18,NA,NA,NA,21971,Mike,Pratt,2010,3,2010,1,E279,NPDES Municipal Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=997402
1650040,23648,The Villas At Cattail WWTP & WTP,37,CFI,2014,1,2014-10-21,2014-10-21,1451414,W001,0001,90265,Renato,Cuizon,2015,2,2014,4,E279,NPDES Municipal Ground Water,05-DP-3260,Active,Satisfactory/Compliance,"Initial Yearly, Routine Scheduled, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1650040
3117491,23648,The Villas At Cattail WWTP & WTP,37,CFI,2024,1,2024-03-05,2024-03-05,NA,W001,0005,90265,Renato,Cuizon,2024,3,2024,1,E279,NPDES Municipal Ground Water,20-DP-3260,Active,Noncompliance,"5 Year Inspection, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3117491
3117486,23649,Gerstell Academy,37,CFI,2024,1,2024-02-29,2024-02-29,NA,W001,0005,90265,Renato,Cuizon,2024,3,2024,1,E279,NPDES Municipal Ground Water,21-DP-3276,Active,Noncompliance,"5 Year Inspection, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3117486
1637570,23649,Gerstell Academy,37,CFI,2014,1,2014-09-03,2014-09-03,1436688,W002,0001,90265,Renato,Cuizon,2015,1,2014,3,E279,NPDES Municipal Ground Water,06-DP-3276,Inactive,Satisfactory/Compliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1637570
2213314,23649,Gerstell Academy,37,CFI,2018,1,2018-04-18,2018-04-18,2116834,W001,0001,90265,Renato,Cuizon,2018,4,2018,2,E279,NPDES Municipal Ground Water,12DP3276,Active,Satisfactory/Compliance,Joint Inspection MDE,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2213314
2133679,23649,Gerstell Academy,37,CFI,2017,1,2017-10-26,2017-10-26,2025803,W001,0001,90265,Renato,Cuizon,2018,2,2017,4,E279,NPDES Municipal Ground Water,06-DP-3276,Active,Satisfactory/Compliance,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2133679
1840893,23649,Gerstell Academy,37,CFI,2016,1,2016-02-11,2016-02-11,1682438,W001,0001,90265,Renato,Cuizon,2016,3,2016,1,E279,NPDES Municipal Ground Water,06-DP-3276,Active,Satisfactory/Compliance,Joint Inspection MDE,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1840893
3282821,23652,Newark WWTP,37,CFI,2025,1,2025-03-18,2025-03-18,NA,W001,NA,1171853,Susan,Murphy,2025,3,2025,1,E279,NPDES Municipal Ground Water,18-DP-3851,Active,NA,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3282821
3130421,23652,Newark WWTP,37,CFI,2024,1,2024-03-26,2024-04-04,NA,W001,0005,1171853,Susan,Murphy,2024,3,2024,1,E280,NPDES Industrial Ground Water,18-dp-3851,Active,Noncompliance,"Initial Yearly, Initial Quarterly, Follow-up (Non-Compliance), Routine Scheduled","Continue Routine Inspection, Continue Routine Inspection, Continue Routine Inspection, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3130421
3391884,23652,Newark WWTP,37,CFI,2026,4,2026-01-30,2026-02-04,NA,W001,NA,1171853,Susan,Murphy,2026,3,2026,1,E279,NPDES Municipal Ground Water,24-DP-3851,Active,NA,Initial Yearly,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3391884
3392112,23652,Newark WWTP,37,CFI,2026,5,2026-01-30,2026-01-30,NA,W001,NA,1171853,Susan,Murphy,2026,3,2026,1,E280,NPDES Industrial Ground Water,24-DP-3851,Active,NA,Initial Yearly,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3392112
1864501,23654,Black Gold Farms,37,CFI,2016,2,2016-04-15,2016-04-15,1709175,W001,0001,21951,Nancy,Craft,2016,4,2016,2,E280,NPDES Industrial Ground Water,12-DP-0284,Active,Satisfactory/Compliance,"Routine Scheduled, Initial Quarterly","Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1864501
1832475,23654,Black Gold Farms,37,CFI,2016,1,2016-01-20,2016-01-20,1672313,W002,0005,21951,Nancy,Craft,2016,3,2016,1,E280,NPDES Industrial Ground Water,06-DP-0284,Inactive,Noncompliance,"Initial Yearly, Initial Quarterly, Routine Scheduled","Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1832475
1214548,23676,Martingham Utilities WWTP & WTP,37,CFI,2012,1,2011-11-07,2011-11-08,912708,W001,0005,21983,Michele,Burroughs,2012,2,2011,4,E279,NPDES Municipal Ground Water,04-DP-2038,Active,Noncompliance,"Initial Yearly, Initial Quarterly, Routine Scheduled",Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1214548
