permit_id,permit_number,npdes_num,master_ai_name,COUNTY_DESC,perwriter_userid,ptype,permit_class,cur_status_descr,cur_status_date,prev_permit_exp,orig_sub_date,custom_task_desc,completed_date,approval_issued,lst_issu,exp_date,effective_end_date
DP3763,17DP3763,MD3763U12,Talbot County Bio-Solids Utilization Facility,Talbot,M Eisner,WMA4,Renewal,Issued - Admin Extended,2018-11-15T05:00:00Z,2017-03-31T04:00:00Z,2016-10-19T04:00:00Z,OIM - Meeting request period ends,2017-04-06T04:00:00Z,2018-11-15T05:00:00Z,2018-12-01T05:00:00Z,2023-11-30T05:00:00Z,2025-09-30T04:00:00Z
DP3763,17DP3763,MD3763U12,Talbot County Bio-Solids Utilization Facility,Talbot,M Eisner,WMA4,Renewal,Issued - Admin Extended,2018-11-15T05:00:00Z,2017-03-31T04:00:00Z,2016-10-19T04:00:00Z,OIM - Second notice published,2017-03-30T04:00:00Z,2018-11-15T05:00:00Z,2018-12-01T05:00:00Z,2023-11-30T05:00:00Z,2025-09-30T04:00:00Z
DP3448,10DP3448A,MD3448N03,Western Regional Park,Howard,C Tien,WMA4,Modify,Issued,2017-05-11T04:00:00Z,2017-05-10T04:00:00Z,2017-02-07T05:00:00Z,OIM - Meeting request period ends,2017-03-29T04:00:00Z,2017-05-11T04:00:00Z,2017-05-11T04:00:00Z,2017-11-27T05:00:00Z,2017-11-27T05:00:00Z
DP3448,10DP3448A,MD3448N03,Western Regional Park,Howard,C Tien,WMA4,Modify,Issued,2017-05-11T04:00:00Z,2017-05-10T04:00:00Z,2017-02-07T05:00:00Z,TDOPH - Hearing request period ends,2017-03-29T04:00:00Z,2017-05-11T04:00:00Z,2017-05-11T04:00:00Z,2017-11-27T05:00:00Z,2017-11-27T05:00:00Z
DP3521,15DP3521,MD3521N05,New Bushy Park Elementary & Glenwood Middle Schools WWTP,Howard,C Tien,WMA4,Renewal,Issued - Admin Extended,2017-05-11T04:00:00Z,2016-04-30T04:00:00Z,2015-06-16T04:00:00Z,TDOPH - Hearing request period ends,2017-03-29T04:00:00Z,2017-05-11T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2024-01-31T05:00:00Z
DP3562,13DP3562B,MD3562B06B,Smithsonian Environmental Research Center,Anne Arundel,C Tien,WMA4,Modify,Issued,2017-05-23T04:00:00Z,2015-08-25T04:00:00Z,2017-01-26T05:00:00Z,TDOPH - Written comment period ends,2017-03-27T04:00:00Z,2017-05-23T04:00:00Z,2017-05-23T04:00:00Z,2018-11-27T05:00:00Z,2018-11-27T05:00:00Z
DP3763,17DP3763,MD3763U12,Talbot County Bio-Solids Utilization Facility,Talbot,M Eisner,WMA4,Renewal,Issued - Admin Extended,2018-11-15T05:00:00Z,2017-03-31T04:00:00Z,2016-10-19T04:00:00Z,OIM - First notice published,2017-03-23T04:00:00Z,2018-11-15T05:00:00Z,2018-12-01T05:00:00Z,2023-11-30T05:00:00Z,2025-09-30T04:00:00Z
DP3562,13DP3562B,MD3562B06B,Smithsonian Environmental Research Center,Anne Arundel,C Tien,WMA4,Modify,Issued,2017-05-23T04:00:00Z,2015-08-25T04:00:00Z,2017-01-26T05:00:00Z,OIM - Meeting request period ends,2017-03-23T04:00:00Z,2017-05-23T04:00:00Z,2017-05-23T04:00:00Z,2018-11-27T05:00:00Z,2018-11-27T05:00:00Z
DP3562,13DP3562B,MD3562B06B,Smithsonian Environmental Research Center,Anne Arundel,C Tien,WMA4,Modify,Issued,2017-05-23T04:00:00Z,2015-08-25T04:00:00Z,2017-01-26T05:00:00Z,TDOPH - Hearing request period ends,2017-03-23T04:00:00Z,2017-05-23T04:00:00Z,2017-05-23T04:00:00Z,2018-11-27T05:00:00Z,2018-11-27T05:00:00Z
DP0507,12DP0507,MD0507F96,Hanover Foods Corp,Caroline,M Eisner,WMA3,Renewal,Approval Terminated,2023-06-14T04:00:00Z,2013-04-30T04:00:00Z,2012-05-08T04:00:00Z,PH - Notice of hearing published,2017-03-22T04:00:00Z,2018-10-23T04:00:00Z,2018-12-01T05:00:00Z,2023-11-30T05:00:00Z,2023-06-14T04:00:00Z
DP3280,15DP3280,MD3280T09,Forrest Farm WWTP,St. Mary's,C Tien,WMA4,Renewal,Issued - Admin Extended,2017-04-14T04:00:00Z,2016-01-31T05:00:00Z,2015-06-08T04:00:00Z,TDOPH - Written comment period ends,2017-03-20T04:00:00Z,2017-04-14T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2024-01-31T05:00:00Z
DP3663,15DP3663,MD3663M09,Fallston High School,Harford,C Tien,WMA4,Renewal,Approval Terminated,2022-06-30T04:00:00Z,2015-08-31T04:00:00Z,2015-01-09T05:00:00Z,TDOPH - Written comment period ends,2017-03-20T04:00:00Z,2017-05-26T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3448,10DP3448A,MD3448N03,Western Regional Park,Howard,C Tien,WMA4,Modify,Issued,2017-05-11T04:00:00Z,2017-05-10T04:00:00Z,2017-02-07T05:00:00Z,OIM - Second notice published,2017-03-16T04:00:00Z,2017-05-11T04:00:00Z,2017-05-11T04:00:00Z,2017-11-27T05:00:00Z,2017-11-27T05:00:00Z
DP3448,10DP3448A,MD3448N03,Western Regional Park,Howard,C Tien,WMA4,Modify,Issued,2017-05-11T04:00:00Z,2017-05-10T04:00:00Z,2017-02-07T05:00:00Z,TDOPH - Second notice published,2017-03-16T04:00:00Z,2017-05-11T04:00:00Z,2017-05-11T04:00:00Z,2017-11-27T05:00:00Z,2017-11-27T05:00:00Z
DP3521,15DP3521,MD3521N05,New Bushy Park Elementary & Glenwood Middle Schools WWTP,Howard,C Tien,WMA4,Renewal,Issued - Admin Extended,2017-05-11T04:00:00Z,2016-04-30T04:00:00Z,2015-06-16T04:00:00Z,TDOPH - Second notice published,2017-03-16T04:00:00Z,2017-05-11T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2024-01-31T05:00:00Z
DP3562,13DP3562B,MD3562B06B,Smithsonian Environmental Research Center,Anne Arundel,C Tien,WMA4,Modify,Issued,2017-05-23T04:00:00Z,2015-08-25T04:00:00Z,2017-01-26T05:00:00Z,OIM - Second notice published,2017-03-10T05:00:00Z,2017-05-23T04:00:00Z,2017-05-23T04:00:00Z,2018-11-27T05:00:00Z,2018-11-27T05:00:00Z
DP3562,13DP3562B,MD3562B06B,Smithsonian Environmental Research Center,Anne Arundel,C Tien,WMA4,Modify,Issued,2017-05-23T04:00:00Z,2015-08-25T04:00:00Z,2017-01-26T05:00:00Z,TDOPH - Second notice published,2017-03-10T05:00:00Z,2017-05-23T04:00:00Z,2017-05-23T04:00:00Z,2018-11-27T05:00:00Z,2018-11-27T05:00:00Z
DP3448,10DP3448A,MD3448N03,Western Regional Park,Howard,C Tien,WMA4,Modify,Issued,2017-05-11T04:00:00Z,2017-05-10T04:00:00Z,2017-02-07T05:00:00Z,OIM - First notice published,2017-03-09T05:00:00Z,2017-05-11T04:00:00Z,2017-05-11T04:00:00Z,2017-11-27T05:00:00Z,2017-11-27T05:00:00Z
DP3448,10DP3448A,MD3448N03,Western Regional Park,Howard,C Tien,WMA4,Modify,Issued,2017-05-11T04:00:00Z,2017-05-10T04:00:00Z,2017-02-07T05:00:00Z,TDOPH - First notice published,2017-03-09T05:00:00Z,2017-05-11T04:00:00Z,2017-05-11T04:00:00Z,2017-11-27T05:00:00Z,2017-11-27T05:00:00Z
DP3280,15DP3280,MD3280T09,Forrest Farm WWTP,St. Mary's,C Tien,WMA4,Renewal,Issued - Admin Extended,2017-04-14T04:00:00Z,2016-01-31T05:00:00Z,2015-06-08T04:00:00Z,TDOPH - Hearing request period ends,2017-03-09T05:00:00Z,2017-04-14T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2024-01-31T05:00:00Z
DP3521,15DP3521,MD3521N05,New Bushy Park Elementary & Glenwood Middle Schools WWTP,Howard,C Tien,WMA4,Renewal,Issued - Admin Extended,2017-05-11T04:00:00Z,2016-04-30T04:00:00Z,2015-06-16T04:00:00Z,TDOPH - First notice published,2017-03-09T05:00:00Z,2017-05-11T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2024-01-31T05:00:00Z
DP3663,15DP3663,MD3663M09,Fallston High School,Harford,C Tien,WMA4,Renewal,Approval Terminated,2022-06-30T04:00:00Z,2015-08-31T04:00:00Z,2015-01-09T05:00:00Z,TDOPH - Hearing request period ends,2017-03-09T05:00:00Z,2017-05-26T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3724,10DP3724B,MD3724X17,Fort Whaley Campground,Worcester,C Tien,WMA4,Modify,Approval Terminated,2020-05-31T04:00:00Z,2017-06-07T04:00:00Z,2016-12-15T05:00:00Z,TDOPH - Written comment period ends,2017-03-06T05:00:00Z,2017-06-08T04:00:00Z,2017-06-08T04:00:00Z,2020-05-31T04:00:00Z,2020-05-31T04:00:00Z
DP3562,13DP3562B,MD3562B06B,Smithsonian Environmental Research Center,Anne Arundel,C Tien,WMA4,Modify,Issued,2017-05-23T04:00:00Z,2015-08-25T04:00:00Z,2017-01-26T05:00:00Z,OIM - First notice published,2017-03-03T05:00:00Z,2017-05-23T04:00:00Z,2017-05-23T04:00:00Z,2018-11-27T05:00:00Z,2018-11-27T05:00:00Z
DP3562,13DP3562B,MD3562B06B,Smithsonian Environmental Research Center,Anne Arundel,C Tien,WMA4,Modify,Issued,2017-05-23T04:00:00Z,2015-08-25T04:00:00Z,2017-01-26T05:00:00Z,TDOPH - First notice published,2017-03-03T05:00:00Z,2017-05-23T04:00:00Z,2017-05-23T04:00:00Z,2018-11-27T05:00:00Z,2018-11-27T05:00:00Z
DP3673,15DP3673,MD3673M09,KCC Farms,Harford,M Eisner,WMA3,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-05-31T04:00:00Z,2015-04-21T04:00:00Z,TDOPH - Written comment period ends,2017-02-24T05:00:00Z,2017-03-16T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP3280,15DP3280,MD3280T09,Forrest Farm WWTP,St. Mary's,C Tien,WMA4,Renewal,Issued - Admin Extended,2017-04-14T04:00:00Z,2016-01-31T05:00:00Z,2015-06-08T04:00:00Z,TDOPH - Second notice published,2017-02-24T05:00:00Z,2017-04-14T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2024-01-31T05:00:00Z
DP3663,15DP3663,MD3663M09,Fallston High School,Harford,C Tien,WMA4,Renewal,Approval Terminated,2022-06-30T04:00:00Z,2015-08-31T04:00:00Z,2015-01-09T05:00:00Z,TDOPH - Second notice published,2017-02-24T05:00:00Z,2017-05-26T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP1499,17DP1499,MD1499Q84,"Patuxent River 4-H Center Foundation, Inc.",Prince George's,T Rocca-Weikart,WMA4,Renewal,Issued - Admin Extended,2020-10-01T04:00:00Z,2017-03-31T04:00:00Z,2016-12-13T05:00:00Z,OIM - Meeting request period ends,2017-02-23T05:00:00Z,2020-10-01T04:00:00Z,2020-10-01T04:00:00Z,2025-09-30T04:00:00Z,2025-11-29T05:00:00Z
DP3724,10DP3724B,MD3724X17,Fort Whaley Campground,Worcester,C Tien,WMA4,Modify,Approval Terminated,2020-05-31T04:00:00Z,2017-06-07T04:00:00Z,2016-12-15T05:00:00Z,OIM - Meeting request period ends,2017-02-22T05:00:00Z,2017-06-08T04:00:00Z,2017-06-08T04:00:00Z,2020-05-31T04:00:00Z,2020-05-31T04:00:00Z
DP3724,10DP3724B,MD3724X17,Fort Whaley Campground,Worcester,C Tien,WMA4,Modify,Approval Terminated,2020-05-31T04:00:00Z,2017-06-07T04:00:00Z,2016-12-15T05:00:00Z,TDOPH - Hearing request period ends,2017-02-22T05:00:00Z,2017-06-08T04:00:00Z,2017-06-08T04:00:00Z,2020-05-31T04:00:00Z,2020-05-31T04:00:00Z
DP3256,17DP3256,MD3256K98,Randall & Frances Williams Residence,Frederick,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2022-12-05T05:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,TDOPH - Written comment period ends,2017-02-21T05:00:00Z,2017-05-23T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3280,15DP3280,MD3280T09,Forrest Farm WWTP,St. Mary's,C Tien,WMA4,Renewal,Issued - Admin Extended,2017-04-14T04:00:00Z,2016-01-31T05:00:00Z,2015-06-08T04:00:00Z,TDOPH - First notice published,2017-02-17T05:00:00Z,2017-04-14T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2024-01-31T05:00:00Z
DP3663,15DP3663,MD3663M09,Fallston High School,Harford,C Tien,WMA4,Renewal,Approval Terminated,2022-06-30T04:00:00Z,2015-08-31T04:00:00Z,2015-01-09T05:00:00Z,TDOPH - First notice published,2017-02-17T05:00:00Z,2017-05-26T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP1420,17DP1420,MD1420V05,Duvinage Corporation,Washington,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2022-05-31T04:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,TDOPH - Written comment period ends,2017-02-16T05:00:00Z,2017-05-23T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2022-05-31T04:00:00Z
DP1499,17DP1499,MD1499Q84,"Patuxent River 4-H Center Foundation, Inc.",Prince George's,T Rocca-Weikart,WMA4,Renewal,Issued - Admin Extended,2020-10-01T04:00:00Z,2017-03-31T04:00:00Z,2016-12-13T05:00:00Z,OIM - Second notice published,2017-02-16T05:00:00Z,2020-10-01T04:00:00Z,2020-10-01T04:00:00Z,2025-09-30T04:00:00Z,2025-11-29T05:00:00Z
DP3673,15DP3673,MD3673M09,KCC Farms,Harford,M Eisner,WMA3,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-05-31T04:00:00Z,2015-04-21T04:00:00Z,OIM - Meeting request period ends,2017-02-14T05:00:00Z,2017-03-16T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP3673,15DP3673,MD3673M09,KCC Farms,Harford,M Eisner,WMA3,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-05-31T04:00:00Z,2015-04-21T04:00:00Z,TDOPH - Hearing request period ends,2017-02-14T05:00:00Z,2017-03-16T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP2755,16DP2755,MD2755B05,Browning Ferris Inc Solley Road Sanitary Landfill,Anne Arundel,T Rocca-Weikart,WMA3,Renewal,Issued - Admin Extended,2017-10-11T04:00:00Z,2017-02-28T05:00:00Z,2016-03-07T05:00:00Z,OIM - Meeting request period ends,2017-02-13T05:00:00Z,2017-10-11T04:00:00Z,2017-12-01T05:00:00Z,2022-11-30T05:00:00Z,2023-11-30T05:00:00Z
DP2273,10DP2273,MD2273X04,Mystic Harbour WWTP,Worcester,C Tien,WMA4,Renewal,Approval Terminated,2017-05-08T04:00:00Z,2010-07-01T04:00:00Z,2009-07-13T04:00:00Z,TDOPH - Written comment period ends,2017-02-13T05:00:00Z,2017-03-24T04:00:00Z,2017-05-01T04:00:00Z,2017-05-08T04:00:00Z,2017-05-07T04:00:00Z
DP3256,17DP3256,MD3256K98,Randall & Frances Williams Residence,Frederick,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2022-12-05T05:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,OIM - Meeting request period ends,2017-02-09T05:00:00Z,2017-05-23T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3256,17DP3256,MD3256K98,Randall & Frances Williams Residence,Frederick,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2022-12-05T05:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,TDOPH - Hearing request period ends,2017-02-09T05:00:00Z,2017-05-23T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3724,10DP3724B,MD3724X17,Fort Whaley Campground,Worcester,C Tien,WMA4,Modify,Approval Terminated,2020-05-31T04:00:00Z,2017-06-07T04:00:00Z,2016-12-15T05:00:00Z,OIM - Second notice published,2017-02-09T05:00:00Z,2017-06-08T04:00:00Z,2017-06-08T04:00:00Z,2020-05-31T04:00:00Z,2020-05-31T04:00:00Z
DP3724,10DP3724B,MD3724X17,Fort Whaley Campground,Worcester,C Tien,WMA4,Modify,Approval Terminated,2020-05-31T04:00:00Z,2017-06-07T04:00:00Z,2016-12-15T05:00:00Z,TDOPH - Second notice published,2017-02-09T05:00:00Z,2017-06-08T04:00:00Z,2017-06-08T04:00:00Z,2020-05-31T04:00:00Z,2020-05-31T04:00:00Z
DP2972,17DP2972,MD2972K04,A T & T - Monrovia,Frederick,T Rocca-Weikart,WMA3,Renewal,Issued - Admin Extended,2018-07-02T04:00:00Z,2016-11-30T05:00:00Z,2016-09-13T04:00:00Z,OIM - Meeting request period ends,2017-02-09T05:00:00Z,2018-07-02T04:00:00Z,2018-08-01T04:00:00Z,2023-07-31T04:00:00Z,2024-11-30T05:00:00Z
DP1499,17DP1499,MD1499Q84,"Patuxent River 4-H Center Foundation, Inc.",Prince George's,T Rocca-Weikart,WMA4,Renewal,Issued - Admin Extended,2020-10-01T04:00:00Z,2017-03-31T04:00:00Z,2016-12-13T05:00:00Z,OIM - First notice published,2017-02-09T05:00:00Z,2020-10-01T04:00:00Z,2020-10-01T04:00:00Z,2025-09-30T04:00:00Z,2025-11-29T05:00:00Z
DP3668,15DP3668,MD3668R09,The Trustees of the Peninsula-Delaware Conference of the United Methodist Church,Queen Anne's,C Tien,WMA4,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-03-31T04:00:00Z,2015-03-10T04:00:00Z,TDOPH - Written comment period ends,2017-02-06T05:00:00Z,2017-03-24T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP1420,17DP1420,MD1420V05,Duvinage Corporation,Washington,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2022-05-31T04:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,OIM - Meeting request period ends,2017-02-06T05:00:00Z,2017-05-23T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2022-05-31T04:00:00Z
DP1420,17DP1420,MD1420V05,Duvinage Corporation,Washington,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2022-05-31T04:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,TDOPH - Hearing request period ends,2017-02-06T05:00:00Z,2017-05-23T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2022-05-31T04:00:00Z
DP2755,16DP2755,MD2755B05,Browning Ferris Inc Solley Road Sanitary Landfill,Anne Arundel,T Rocca-Weikart,WMA3,Renewal,Issued - Admin Extended,2017-10-11T04:00:00Z,2017-02-28T05:00:00Z,2016-03-07T05:00:00Z,OIM - Second notice published,2017-02-06T05:00:00Z,2017-10-11T04:00:00Z,2017-12-01T05:00:00Z,2022-11-30T05:00:00Z,2023-11-30T05:00:00Z
DP3724,10DP3724B,MD3724X17,Fort Whaley Campground,Worcester,C Tien,WMA4,Modify,Approval Terminated,2020-05-31T04:00:00Z,2017-06-07T04:00:00Z,2016-12-15T05:00:00Z,OIM - First notice published,2017-02-02T05:00:00Z,2017-06-08T04:00:00Z,2017-06-08T04:00:00Z,2020-05-31T04:00:00Z,2020-05-31T04:00:00Z
DP3724,10DP3724B,MD3724X17,Fort Whaley Campground,Worcester,C Tien,WMA4,Modify,Approval Terminated,2020-05-31T04:00:00Z,2017-06-07T04:00:00Z,2016-12-15T05:00:00Z,TDOPH - First notice published,2017-02-02T05:00:00Z,2017-06-08T04:00:00Z,2017-06-08T04:00:00Z,2020-05-31T04:00:00Z,2020-05-31T04:00:00Z
DP2972,17DP2972,MD2972K04,A T & T - Monrovia,Frederick,T Rocca-Weikart,WMA3,Renewal,Issued - Admin Extended,2018-07-02T04:00:00Z,2016-11-30T05:00:00Z,2016-09-13T04:00:00Z,OIM - Second notice published,2017-02-02T05:00:00Z,2018-07-02T04:00:00Z,2018-08-01T04:00:00Z,2023-07-31T04:00:00Z,2024-11-30T05:00:00Z
DP3673,15DP3673,MD3673M09,KCC Farms,Harford,M Eisner,WMA3,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-05-31T04:00:00Z,2015-04-21T04:00:00Z,OIM - Second notice published,2017-02-01T05:00:00Z,2017-03-16T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP3673,15DP3673,MD3673M09,KCC Farms,Harford,M Eisner,WMA3,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-05-31T04:00:00Z,2015-04-21T04:00:00Z,TDOPH - Second notice published,2017-02-01T05:00:00Z,2017-03-16T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP2273,10DP2273,MD2273X04,Mystic Harbour WWTP,Worcester,C Tien,WMA4,Renewal,Approval Terminated,2017-05-08T04:00:00Z,2010-07-01T04:00:00Z,2009-07-13T04:00:00Z,OIM - Meeting request period ends,2017-02-01T05:00:00Z,2017-03-24T04:00:00Z,2017-05-01T04:00:00Z,2017-05-08T04:00:00Z,2017-05-07T04:00:00Z
DP2273,10DP2273,MD2273X04,Mystic Harbour WWTP,Worcester,C Tien,WMA4,Renewal,Approval Terminated,2017-05-08T04:00:00Z,2010-07-01T04:00:00Z,2009-07-13T04:00:00Z,TDOPH - Hearing request period ends,2017-02-01T05:00:00Z,2017-03-24T04:00:00Z,2017-05-01T04:00:00Z,2017-05-08T04:00:00Z,2017-05-07T04:00:00Z
DP2755,16DP2755,MD2755B05,Browning Ferris Inc Solley Road Sanitary Landfill,Anne Arundel,T Rocca-Weikart,WMA3,Renewal,Issued - Admin Extended,2017-10-11T04:00:00Z,2017-02-28T05:00:00Z,2016-03-07T05:00:00Z,OIM - First notice published,2017-01-30T05:00:00Z,2017-10-11T04:00:00Z,2017-12-01T05:00:00Z,2022-11-30T05:00:00Z,2023-11-30T05:00:00Z
DP3256,17DP3256,MD3256K98,Randall & Frances Williams Residence,Frederick,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2022-12-05T05:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,OIM - Second notice published,2017-01-27T05:00:00Z,2017-05-23T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3256,17DP3256,MD3256K98,Randall & Frances Williams Residence,Frederick,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2022-12-05T05:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,TDOPH - Second notice published,2017-01-27T05:00:00Z,2017-05-23T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3668,15DP3668,MD3668R09,The Trustees of the Peninsula-Delaware Conference of the United Methodist Church,Queen Anne's,C Tien,WMA4,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-03-31T04:00:00Z,2015-03-10T04:00:00Z,TDOPH - Hearing request period ends,2017-01-26T05:00:00Z,2017-03-24T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP2972,17DP2972,MD2972K04,A T & T - Monrovia,Frederick,T Rocca-Weikart,WMA3,Renewal,Issued - Admin Extended,2018-07-02T04:00:00Z,2016-11-30T05:00:00Z,2016-09-13T04:00:00Z,OIM - First notice published,2017-01-26T05:00:00Z,2018-07-02T04:00:00Z,2018-08-01T04:00:00Z,2023-07-31T04:00:00Z,2024-11-30T05:00:00Z
DP3673,15DP3673,MD3673M09,KCC Farms,Harford,M Eisner,WMA3,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-05-31T04:00:00Z,2015-04-21T04:00:00Z,OIM - First notice published,2017-01-25T05:00:00Z,2017-03-16T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP3673,15DP3673,MD3673M09,KCC Farms,Harford,M Eisner,WMA3,Renewal,Approval Terminated,2022-04-30T04:00:00Z,2015-05-31T04:00:00Z,2015-04-21T04:00:00Z,TDOPH - First notice published,2017-01-25T05:00:00Z,2017-03-16T04:00:00Z,2017-05-01T04:00:00Z,2022-04-30T04:00:00Z,2022-04-30T04:00:00Z
DP1420,17DP1420,MD1420V05,Duvinage Corporation,Washington,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2022-05-31T04:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,OIM - Second notice published,2017-01-24T05:00:00Z,2017-05-23T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2022-05-31T04:00:00Z
DP1420,17DP1420,MD1420V05,Duvinage Corporation,Washington,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2022-05-31T04:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,TDOPH - Second notice published,2017-01-24T05:00:00Z,2017-05-23T04:00:00Z,2017-06-01T04:00:00Z,2022-05-31T04:00:00Z,2022-05-31T04:00:00Z
DP3268,17DP3268,MD3268G04,Todd Village Mobile Home Park,Carroll,T Rocca-Weikart,WMA4,Renewal,Issued - Admin Extended,2020-10-01T04:00:00Z,2016-09-30T04:00:00Z,2016-11-16T05:00:00Z,OIM - Meeting request period ends,2017-01-24T05:00:00Z,2020-10-01T04:00:00Z,2020-10-01T04:00:00Z,2025-09-30T04:00:00Z,2025-10-31T04:00:00Z
DP3256,17DP3256,MD3256K98,Randall & Frances Williams Residence,Frederick,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2022-12-05T05:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,OIM - First notice published,2017-01-20T05:00:00Z,2017-05-23T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP3256,17DP3256,MD3256K98,Randall & Frances Williams Residence,Frederick,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2022-12-05T05:00:00Z,2016-08-31T04:00:00Z,2016-08-04T04:00:00Z,TDOPH - First notice published,2017-01-20T05:00:00Z,2017-05-23T04:00:00Z,2017-07-01T04:00:00Z,2022-06-30T04:00:00Z,2022-06-30T04:00:00Z
DP2273,10DP2273,MD2273X04,Mystic Harbour WWTP,Worcester,C Tien,WMA4,Renewal,Approval Terminated,2017-05-08T04:00:00Z,2010-07-01T04:00:00Z,2009-07-13T04:00:00Z,OIM - Second notice published,2017-01-19T05:00:00Z,2017-03-24T04:00:00Z,2017-05-01T04:00:00Z,2017-05-08T04:00:00Z,2017-05-07T04:00:00Z
DP2273,10DP2273,MD2273X04,Mystic Harbour WWTP,Worcester,C Tien,WMA4,Renewal,Approval Terminated,2017-05-08T04:00:00Z,2010-07-01T04:00:00Z,2009-07-13T04:00:00Z,TDOPH - Second notice published,2017-01-19T05:00:00Z,2017-03-24T04:00:00Z,2017-05-01T04:00:00Z,2017-05-08T04:00:00Z,2017-05-07T04:00:00Z
